,Stem,Score,sType,TF,wTF,wTFref
puzzle,puzzl,2.7526775892208417,raw,4,0.00032754667540124465,2.0883366398663464e-05
quality,qualiti,0.31906423382039206,raw,4,0.00032754667540124465,0.0002380703769447635
questing,quest,1.9949918875233252,stem,3,0.0002456600065509335,3.3413386237861545e-05
questions,question,0.11362025960558318,raw,4,0.00032754667540124465,0.0002923671295812885
race,race,0.1328516215334708,raw,3,0.0002456600065509335,0.00021509867390623368
racing,race,2.523836016791994,raw,7,0.0005732066819521781,4.594340607705962e-05
radio,radio,0.8273867273682642,raw,7,0.0005732066819521781,0.00025060039678396156
rail,rail,2.6881390680832706,raw,6,0.000491320013101867,3.3413386237861545e-05
railway,railway,3.2635032129868327,raw,8,0.0006550933508024893,2.506003967839616e-05
range,rang,-0.000983123133420655,raw,4,0.00032754667540124465,0.0003278688524590164
rank,rank,2.6881390680832706,raw,9,0.0007369800196528005,5.012007935679232e-05
rankings,rank,2.183583057330875,stem,3,0.0002456600065509335,2.7670460478229092e-05
rather,rather,-0.8663157374289282,raw,4,0.00032754667540124465,0.0007789495666701472
reach,reach,0.8067674401655285,raw,6,0.000491320013101867,0.00021927534718596637
reached,reach,0.33082907539997825,raw,6,0.000491320013101867,0.0003529288921374126
reaching,reach,1.6995276746294894,raw,6,0.000491320013101867,8.97984755142529e-05
reader,reader,1.294062566521325,raw,4,0.00032754667540124465,8.97984755142529e-05
reading,read,0.1065027918367193,raw,4,0.00032754667540124465,0.00029445546622115483
real,real,1.5172061178355347,raw,30,0.002456600065509335,0.0005387908530855174
realism,realism,2.4368246398023645,raw,7,0.0005732066819521781,5.012007935679232e-05
realistic,realist,1.9343672657068904,raw,6,0.000491320013101867,7.100344575545578e-05
reality,realiti,1.3789620103078113,raw,8,0.0006550933508024893,0.00016497859454944137
reasoning,reason,1.9949918875233252,raw,3,0.0002456600065509335,3.3413386237861545e-05
reasons,reason,1.2314639102015805,raw,9,0.0007369800196528005,0.00021509867390623368
receipts,receipt,3.5148176412677388,raw,6,0.000491320013101867,1.4618356479064425e-05
recent,recent,0.2733419844822968,raw,6,0.000491320013101867,0.000373812258536076
recently,recent,0.9362255074024154,raw,8,0.0006550933508024893,0.0002568654067035606
receptors,receptor,,noref,5,0.00040943334425155587,
recession,recess,3.920282749375903,raw,9,0.0007369800196528005,1.4618356479064425e-05
recognised,recognis,,noref,3,0.0002456600065509335,
recognises,recognis,,noref,3,0.0002456600065509335,
recorded,record,1.006380494069544,raw,3,0.0002456600065509335,8.97984755142529e-05
records,record,0.25672110324625647,raw,3,0.0002456600065509335,0.00019003863422783752
recreation,recreat,1.5172061178355347,raw,5,0.00040943334425155587,8.97984755142529e-05
red,red,-0.5156231189748819,raw,3,0.0002456600065509335,0.00041140231805367026
redskins,redskin,,noref,3,0.0002456600065509335,
refer,refer,1.9825693675247682,raw,5,0.00040943334425155587,5.638508927639136e-05
referee,refere,,noref,3,0.0002456600065509335,
referred,refer,2.164890924318723,raw,10,0.0008188666885031117,9.397514879398559e-05
refers,refer,2.858038104878668,raw,8,0.0006550933508024893,3.759005951759423e-05
reflected,reflect,1.0299109914797384,raw,3,0.0002456600065509335,8.771013887438654e-05
regarded,regard,1.2530545427939481,raw,5,0.00040943334425155587,0.0001169468518325154
reggae,regga,,noref,6,0.000491320013101867,
region,region,0.7245293419285563,raw,4,0.00032754667540124465,0.00015871358462984234
regions,region,1.0787011556491704,raw,3,0.0002456600065509335,8.353346559465386e-05
regulated,regul,2.8216704607077934,raw,3,0.0002456600065509335,1.4618356479064425e-05
regulatory,regulatori,3.1581426973290063,raw,3,0.0002456600065509335,1.0441683199331732e-05
related,relat,1.528902157598726,raw,12,0.000982640026203734,0.00021301033726636734
relation,relat,0.9121279558233547,raw,4,0.00032754667540124465,0.00013156520831157984
relations,relat,0.14260779647883545,raw,3,0.0002456600065509335,0.00021301033726636734
relationship,relationship,0.577925867736681,raw,4,0.00032754667540124465,0.0001837736243082385
relationships,relationship,1.9772923104239244,raw,7,0.0005732066819521781,7.935679231492117e-05
relatively,rel,0.612611425724571,raw,4,0.00032754667540124465,0.00017750861438863946
reliable,reliabl,2.369685336964736,raw,6,0.000491320013101867,4.594340607705962e-05
religious,religi,1.5587551207484074,raw,20,0.0016377333770062235,0.00034457554557794715
rely,reli,2.20263125230157,raw,3,0.0002456600065509335,2.7148376318262503e-05
remains,remain,0.336763810919793,raw,3,0.0002456600065509335,0.0001754202777487731
remove,remov,1.4002847797766327,raw,6,0.000491320013101867,0.00012112352511224809
removed,remov,1.2973903566139997,raw,7,0.0005732066819521781,0.000156625247989976
renaissance,renaiss,1.7718483362091155,raw,3,0.0002456600065509335,4.176673279732693e-05
replays,replay,,noref,4,0.00032754667540124465,
reported,report,0.499282740417568,raw,5,0.00040943334425155587,0.0002485120601440952
reports,report,0.336763810919793,raw,3,0.0002456600065509335,0.0001754202777487731
republic,republ,1.294062566521325,raw,4,0.00032754667540124465,8.97984755142529e-05
require,requir,0.6009153859613796,raw,4,0.00032754667540124465,0.0001795969510285058
research,research,0.7245293419285563,raw,9,0.0007369800196528005,0.00035710556541714526
residents,resid,2.0595304086608963,raw,4,0.00032754667540124465,4.176673279732693e-05
resorts,resort,4.256754985997116,stem,12,0.000982640026203734,1.3922244265775643e-05
resources,resourc,1.001740114513042,raw,5,0.00040943334425155587,0.00015036023807037693
response,respons,0.4237751879094226,raw,3,0.0002456600065509335,0.00016080192126970868
responsible,respons,0.5049007327217911,raw,3,0.0002456600065509335,0.0001482719014305106
result,result,0.7367494532633317,raw,13,0.0010645266950540452,0.0005095541401273885
results,result,0.05131637626942822,raw,4,0.00032754667540124465,0.00031116215934008564
return,return,-0.4253762411271038,raw,3,0.0002456600065509335,0.00037590059517594236
returners,return,0.25672110324625647,stem,3,0.0002456600065509335,0.00019003863422783752
review,review,1.2530545427939481,raw,5,0.00040943334425155587,0.0001169468518325154
revolution,revolut,0.8067674401655285,raw,4,0.00032754667540124465,0.00014618356479064425
right,right,-0.9576371456131595,raw,6,0.000491320013101867,0.0012801503602380704
rights,right,0.4237751879094226,raw,3,0.0002456600065509335,0.00016080192126970868
rise,rise,1.1234370494905617,raw,8,0.0006550933508024893,0.00021301033726636734
risk,risk,0.7785965631988321,raw,3,0.0002456600065509335,0.00011277017855278271
risky,riski,3.668968321094997,raw,3,0.0002456600065509335,6.26500991959904e-06
river,river,0.960918119992787,raw,11,0.0009007533573534229,0.00034457554557794715
robert,robert,0.3487400019665087,raw,3,0.0002456600065509335,0.00017333194110890674
rock,rock,1.6540653005527322,raw,10,0.0008188666885031117,0.000156625247989976
role,role,1.32716251494767,raw,10,0.0008188666885031117,0.00021718701054610002
roles,role,1.528902157598726,raw,4,0.00032754667540124465,7.100344575545578e-05
roman,roman,2.0064205833469484,raw,11,0.0009007533573534229,0.00012112352511224809
romance,romanc,3.743076293248719,raw,14,0.0011464133639043563,2.7148376318262503e-05
romances,romanc,2.7134568760675606,stem,5,0.00040943334425155587,2.7148376318262503e-05
romans,roman,2.7526775892208417,raw,4,0.00032754667540124465,2.0883366398663464e-05
romantic,romant,2.282673959975106,raw,8,0.0006550933508024893,6.682677247572309e-05
rooted,root,2.6881390680832706,raw,3,0.0002456600065509335,1.6706693118930773e-05
roots,root,2.1648909243187227,raw,6,0.000491320013101867,5.638508927639136e-05
round,round,0.4500924962267961,raw,3,0.0002456600065509335,0.000156625247989976
route,rout,1.5172061178355347,raw,5,0.00040943334425155587,8.97984755142529e-05
routes,rout,3.2635032129868327,raw,4,0.00032754667540124465,1.253001983919808e-05
rugby,rugbi,2.3309973335230163,noref,7,0.0005732066819521781,
rule,rule,0.47712116861471526,raw,3,0.0002456600065509335,0.0001524485747102433
rules,rule,1.0180765338327353,raw,6,0.000491320013101867,0.00017750861438863946
run,run,-0.078180041142915,raw,5,0.00040943334425155587,0.0004427273676516654
running,run,0.46622187815668,raw,5,0.00040943334425155587,0.0002568654067035606
russian,russian,0.385553975089225,raw,3,0.0002456600065509335,0.0001670669311893077
safety,safeti,2.0160452967211575,raw,9,0.0007369800196528005,9.815182207371828e-05
saga,saga,3.332496084473784,raw,5,0.00040943334425155587,1.4618356479064425e-05
sagas,saga,3.109352533159574,stem,4,0.00032754667540124465,1.4618356479064425e-05
sailed,sail,3.1581426973290063,raw,6,0.000491320013101867,2.0883366398663464e-05
sarcasm,sarcasm,,noref,3,0.0002456600065509335,
satire,satir,3.774328836752823,raw,10,0.0008188666885031117,1.8795029758797117e-05
satisfy,satisfi,1.9949918875233252,raw,3,0.0002456600065509335,3.3413386237861545e-05
saw,saw,-1.0960505658349906,raw,3,0.0002456600065509335,0.000735094497232954
scale,scale,1.5205339079282096,raw,7,0.0005732066819521781,0.00012530019839198078
scenario,scenario,,noref,3,0.0002456600065509335,
scenes,scene,2.247582640163836,raw,7,0.0005732066819521781,6.0561762556124045e-05
school,school,-1.4329285642795837,raw,3,0.0002456600065509335,0.0010295499634541089
science,scienc,2.7827550444581197,raw,54,0.0044218801179168035,0.0002735720998224914
scientific,scientif,1.294062566521325,raw,8,0.0006550933508024893,0.0001795969510285058
sea,sea,1.194532971174292,raw,8,0.0006550933508024893,0.0001983919807873029
seaside,seasid,,noref,4,0.00032754667540124465,
section,section,0.6244458833715739,raw,9,0.0007369800196528005,0.00039469562493473946
sector,sector,2.490313324753351,raw,4,0.00032754667540124465,2.7148376318262503e-05
see,see,0.11102622442853649,raw,22,0.0018015067147068458,0.0016121958859768195
seen,seen,0.602705896735168,raw,13,0.0010645266950540452,0.0005826459225227107
self,self,1.614844587399451,raw,5,0.00040943334425155587,8.144512895478751e-05
sell,sell,1.3416906155105797,raw,4,0.00032754667540124465,8.56218022345202e-05
semi,semi,,noref,4,0.00032754667540124465,
sense,sens,-0.9722123024161274,raw,3,0.0002456600065509335,0.0006494726949984337
sensory,sensori,3.0811816561928778,raw,5,0.00040943334425155587,1.8795029758797117e-05
seoul,seoul,,noref,3,0.0002456600065509335,
separate,separ,1.2454306176832886,raw,7,0.0005732066819521781,0.00016497859454944137
september,septemb,1.2530545427939481,raw,5,0.00040943334425155587,0.0001169468518325154
sequence,sequenc,1.2122325482736929,raw,3,0.0002456600065509335,7.309178239532212e-05
serial,serial,3.109352533159574,raw,4,0.00032754667540124465,1.4618356479064425e-05
series,seri,2.2671697734391407,raw,32,0.0026203734032099572,0.00027148376318262505
serious,seriou,0.7071375992166873,raw,6,0.000491320013101867,0.00024224705022449618
service,servic,-0.47416640529653586,raw,5,0.00040943334425155587,0.0006578260415578992
services,servic,1.2194010377523055,raw,12,0.000982640026203734,0.00029027879294142215
set,set,0.7785965631988321,raw,23,0.0018833933835571569,0.0008645713689046674
setting,set,2.2826739599751065,raw,15,0.0012283000327546676,0.00012530019839198078
settings,set,3.668968321094997,raw,9,0.0007369800196528005,1.8795029758797117e-05
several,sever,0.03930822664103177,raw,10,0.0008188666885031117,0.0007873029132296126
sex,sex,0.6244458833715739,raw,4,0.00032754667540124465,0.0001754202777487731
sexual,sexual,1.3831903464173325,raw,6,0.000491320013101867,0.00012321186175211443
sexuality,sexual,3.381286248643216,raw,3,0.0002456600065509335,8.353346559465386e-06
share,share,0.6934387548585255,raw,5,0.00040943334425155587,0.00020465699070690196
ship,ship,0.8595656257324995,raw,5,0.00040943334425155587,0.00017333194110890674
ships,ship,1.294062566521325,raw,4,0.00032754667540124465,8.97984755142529e-05
shooter,shooter,4.228584109030419,raw,7,0.0005732066819521781,8.353346559465386e-06
short,short,0.3918235881028204,raw,8,0.0006550933508024893,0.0004427273676516654
show,show,1.4072052226212066,raw,30,0.002456600065509335,0.0006014409522815077
showing,show,0.9443888180415764,raw,4,0.00032754667540124465,0.00012738853503184712
shown,shown,0.3487400019665087,raw,6,0.000491320013101867,0.0003466638822178135
shows,show,1.7647308684402516,raw,14,0.0011464133639043563,0.00019630364414743656
side,side,-1.1752187653635944,raw,3,0.0002456600065509335,0.000795656259789078
sigismund,sigismund,,noref,3,0.0002456600065509335,
sign,sign,0.22428582749310275,raw,3,0.0002456600065509335,0.00019630364414743656
significant,signific,1.294062566521325,raw,8,0.0006550933508024893,0.0001795969510285058
similar,similar,1.8708190537681708,raw,26,0.0021290533901080905,0.0003278688524590164
simple,simpl,-0.019911133018939497,raw,4,0.00032754667540124465,0.0003341338623786154
simply,simpli,0.3190642338203919,raw,6,0.000491320013101867,0.00035710556541714526
simulation,simul,3.3505145899764623,stem,4,0.00032754667540124465,1.1485851519264906e-05
since,sinc,-0.000983123133420655,raw,16,0.0013101867016049786,0.0013114754098360656
singapore,singapor,2.353064234684692,noref,8,0.0006550933508024893,
single,singl,-0.3799138670503466,raw,3,0.0002456600065509335,0.0003591939020570116
site,site,0.6086975264034346,raw,3,0.0002456600065509335,0.00013365354495144618
sites,site,3.198964691849261,raw,10,0.0008188666885031117,3.3413386237861545e-05
situation,situat,-0.5105340494674107,raw,3,0.0002456600065509335,0.0004093139814138039
situations,situat,1.6830528374259845,raw,7,0.0005732066819521781,0.00010650516863318367
six,six,-0.626046936589255,raw,3,0.0002456600065509335,0.00045943406077059623
ski,ski,3.1581426973290063,raw,3,0.0002456600065509335,1.0441683199331732e-05
skills,skill,1.6674883208848728,raw,5,0.00040943334425155587,7.726845567505482e-05
slasher,slasher,,noref,3,0.0002456600065509335,
slice,slice,2.490313324753351,raw,4,0.00032754667540124465,2.7148376318262503e-05
slipstream,slipstream,,noref,4,0.00032754667540124465,
slowdown,slowdown,,noref,5,0.00040943334425155587,
small,small,-0.5468561386648135,raw,8,0.0006550933508024893,0.0011318784588075599
soap,soap,1.6765381564047908,raw,3,0.0002456600065509335,4.594340607705962e-05
social,social,1.2253046298410457,raw,33,0.0027022600720602685,0.0007935679231492116
societies,societi,1.9013064034460023,raw,7,0.0005732066819521781,8.56218022345202e-05
society,societi,0.8399655095751243,raw,14,0.0011464133639043563,0.0004949357836483241
solely,sole,1.7718483362091155,raw,3,0.0002456600065509335,4.176673279732693e-05
solve,solv,2.0595304086608963,raw,4,0.00032754667540124465,4.176673279732693e-05
solving,solv,2.6881390680832706,raw,3,0.0002456600065509335,1.6706693118930773e-05
something,someth,-1.053984900549478,raw,4,0.00032754667540124465,0.0009397514879398559
sometimes,sometim,1.5666424855815733,raw,27,0.0022109400589584017,0.0004615223974104626
somewhat,somewhat,0.7706913836917187,raw,7,0.0005732066819521781,0.000265218753263026
son,son,-0.33836486413747396,raw,3,0.0002456600065509335,0.00034457554557794715
sort,sort,-0.3322858180610918,raw,3,0.0002456600065509335,0.0003424872089380808
source,sourc,0.9174330080530481,raw,6,0.000491320013101867,0.00019630364414743656
sources,sourc,1.7565808640783271,raw,13,0.0010645266950540452,0.0001837736243082385
south,south,0.7532787552145425,raw,13,0.0010645266950540452,0.0005012007935679231
southern,southern,-0.1524003160650184,raw,3,0.0002456600065509335,0.00028610211966168946
space,space,1.632086393833957,raw,24,0.001965280052407468,0.00038425394173540774
spain,spain,3.920282749375903,raw,9,0.0007369800196528005,1.4618356479064425e-05
spanish,spanish,1.1840616713069967,raw,3,0.0002456600065509335,7.518011903518847e-05
speak,speak,0.06710024397069027,raw,3,0.0002456600065509335,0.00022971703038529812
special,special,-0.24305468433314922,raw,5,0.00040943334425155587,0.0005220841599665867
specialty,specialti,3.8921118724092065,raw,5,0.00040943334425155587,8.353346559465386e-06
specific,specif,1.4889855501932836,raw,13,0.0010645266950540452,0.00024015871358462984
specifically,specif,1.4176765224885015,raw,4,0.00032754667540124465,7.935679231492117e-05
spectator,spectat,3.5511852854386134,raw,8,0.0006550933508024893,1.8795029758797117e-05
spectators,spectat,2.490313324753351,raw,4,0.00032754667540124465,2.7148376318262503e-05
speculative,specul,3.8921118724092065,raw,10,0.0008188666885031117,1.6706693118930773e-05
spending,spend,1.0540085430587989,raw,3,0.0002456600065509335,8.56218022345202e-05
spiritual,spiritu,0.8963795988552155,raw,4,0.00032754667540124465,0.00013365354495144618
sport,sport,5.08425021908814,raw,70,0.005732066819521782,3.550172287772789e-05
sportaccord,sportaccord,,noref,6,0.000491320013101867,
sporting,sport,2.858038104878668,raw,4,0.00032754667540124465,1.8795029758797117e-05
sports,sport,4.732975080585631,raw,142,0.011627906976744186,0.00010232849535345098
sportsmanship,sportsmanship,,noref,5,0.00040943334425155587,
sri,sri,,noref,3,0.0002456600065509335,
stand,stand,0.7511975890107176,raw,8,0.0006550933508024893,0.0003090738227002193
star,star,2.241851965454851,raw,6,0.000491320013101867,5.220841599665866e-05
start,start,-0.26937199265052275,raw,3,0.0002456600065509335,0.00032160384253941736
started,start,0.4805517037115045,raw,8,0.0006550933508024893,0.00040513730813407123
state,state,-1.4149174347408515,raw,5,0.00040943334425155587,0.0016852876683721416
states,state,0.5251476623892937,raw,26,0.0021290533901080905,0.0012592669938394068
station,station,0.624445883371574,raw,5,0.00040943334425155587,0.00021927534718596637
stations,station,0.8357549770387808,raw,5,0.00040943334425155587,0.00017750861438863946
statistics,statist,1.9642202288565715,raw,4,0.00032754667540124465,4.594340607705962e-05
status,statu,0.1928696312597237,raw,3,0.0002456600065509335,0.00020256865406703562
stay,stay,0.04019279105076592,raw,3,0.0002456600065509335,0.00023598204030489715
steam,steam,2.781665126094094,raw,7,0.0005732066819521781,3.550172287772789e-05
steampunk,steampunk,2.3725286209632053,noref,9,0.0007369800196528005,
still,still,-0.6903013264562684,raw,10,0.0008188666885031117,0.0016330792523754829
stimulation,stimul,4.099751237187451,raw,20,0.0016377333770062235,2.7148376318262503e-05
stimuli,stimuli,3.445824769780787,raw,4,0.00032754667540124465,1.0441683199331732e-05
stimulus,stimulu,2.9068282690481,raw,7,0.0005732066819521781,3.1325049597995194e-05
stop,stop,-0.019911133018939382,raw,3,0.0002456600065509335,0.00025060039678396156
stories,stori,3.4626318880971683,raw,48,0.003930560104814936,0.00012321186175211443
story,stori,2.8870256417519204,raw,70,0.005732066819521782,0.000319515505899551
strait,strait,3.445824769780787,raw,4,0.00032754667540124465,1.0441683199331732e-05
strategy,strategi,2.657367409416517,raw,8,0.0006550933508024893,4.594340607705962e-05
street,street,-0.44190554307831426,raw,4,0.00032754667540124465,0.0005095541401273885
stress,stress,0.38243384775298117,raw,4,0.00032754667540124465,0.00022345202046569908
strong,strong,0.6632857166878379,raw,10,0.0008188666885031117,0.000421844001253002
structure,structur,0.25672110324625647,raw,3,0.0002456600065509335,0.00019003863422783752
structures,structur,1.3335934052779603,raw,3,0.0002456600065509335,6.473843583585675e-05
studies,studi,0.1328516215334708,raw,3,0.0002456600065509335,0.00021509867390623368
study,studi,-0.22692530240326533,raw,5,0.00040943334425155587,0.0005137308134071212
style,style,1.9743726003205895,raw,18,0.001473960039305601,0.00020465699070690196
styles,style,2.0595304086608963,raw,4,0.00032754667540124465,4.176673279732693e-05
stylistic,stylist,3.668968321094997,stem,3,0.0002456600065509335,6.26500991959904e-06
sub,sub,3.668968321094997,raw,5,0.00040943334425155587,1.0441683199331732e-05
subgenre,subgenr,2.5413629052306073,noref,25,0.002047166721257779,
subgenres,subgenr,2.420069889978725,noref,12,0.000982640026203734,
subject,subject,0.7847885334467533,raw,9,0.0007369800196528005,0.00033622219901848177
subjective,subject,2.388034475632933,raw,5,0.00040943334425155587,3.759005951759423e-05
subjects,subject,0.8839570788566586,raw,5,0.00040943334425155587,0.00016915526782917406
success,success,0.23498111660985066,raw,3,0.0002456600065509335,0.0001942153075075702
suffered,suffer,1.0299109914797384,raw,3,0.0002456600065509335,8.771013887438654e-05
suggest,suggest,0.7785965631988321,raw,3,0.0002456600065509335,0.00011277017855278271
suggested,suggest,0.11362025960558318,raw,3,0.0002456600065509335,0.00021927534718596637
suggests,suggest,1.6879668522284135,raw,4,0.00032754667540124465,6.0561762556124045e-05
summer,summer,0.38056643357818604,raw,5,0.00040943334425155587,0.0002798371097420904
sunday,sunday,0.152460092921847,raw,3,0.0002456600065509335,0.000210922000626501
super,super,2.6881390680832706,raw,3,0.0002456600065509335,1.6706693118930773e-05
superhero,superhero,,noref,5,0.00040943334425155587,
supernatural,supernatur,3.4748123066540395,raw,14,0.0011464133639043563,3.550172287772789e-05
support,support,0.08544938263888702,raw,5,0.00040943334425155587,0.00037590059517594236
supported,support,1.066278635650613,raw,4,0.00032754667540124465,0.00011277017855278271
suppositional,supposit,3.668968321094997,stem,3,0.0002456600065509335,6.26500991959904e-06
surreal,surreal,,noref,5,0.00040943334425155587,
survival,surviv,1.8126703307293708,raw,5,0.00040943334425155587,6.682677247572309e-05
suspense,suspens,3.4866467643010424,raw,5,0.00040943334425155587,1.253001983919808e-05
sustainable,sustain,3.633877001283727,stem,14,0.0011464133639043563,3.0280881278062022e-05
switzerland,switzerland,2.5703560324268873,raw,4,0.00032754667540124465,2.506003967839616e-05
sword,sword,3.109352533159574,raw,4,0.00032754667540124465,1.4618356479064425e-05
system,system,-0.41580679011095306,raw,7,0.0005732066819521781,0.0008687480421844001
tabloid,tabloid,,noref,5,0.00040943334425155587,
take,take,-0.44190554307831426,raw,10,0.0008188666885031117,0.0012738853503184713
takes,take,1.294062566521325,raw,8,0.0006550933508024893,0.0001795969510285058
taking,take,0.5836238888513187,raw,8,0.0006550933508024893,0.00036545891197661064
tale,tale,1.7230581720396836,raw,3,0.0002456600065509335,4.385506943719327e-05
tales,tale,3.1893952408331105,raw,13,0.0010645266950540452,4.385506943719327e-05
talk,talk,0.8292402960175871,raw,9,0.0007369800196528005,0.00032160384253941736
targeted,target,1.2560351709320858,stem,3,0.0002456600065509335,6.99592774355226e-05
team,team,1.1960378623537122,raw,7,0.0005732066819521781,0.00017333194110890674
teams,team,1.9642202288565715,raw,4,0.00032754667540124465,4.594340607705962e-05
technical,technic,-0.019911133018939382,raw,3,0.0002456600065509335,0.00025060039678396156
techno,techno,,noref,3,0.0002456600065509335,
technological,technolog,2.1648909243187227,raw,4,0.00032754667540124465,3.759005951759423e-05
technologically,technolog,1.3498539261497404,stem,3,0.0002456600065509335,6.369426751592357e-05
technology,technolog,3.2036050714057636,raw,27,0.0022109400589584017,8.97984755142529e-05
television,televis,3.8512898778889517,raw,60,0.00491320013101867,0.00010441683199331732
template,templat,3.8512898778889517,raw,6,0.000491320013101867,1.0441683199331732e-05
ten,ten,0.17853980570489905,raw,5,0.00040943334425155587,0.0003424872089380808
tend,tend,1.5172061178355347,raw,5,0.00040943334425155587,8.97984755142529e-05
term,term,2.7335076731131216,raw,31,0.0025384867343596464,0.00016497859454944137
terms,term,1.1401674777497715,raw,13,0.0010645266950540452,0.00034039887229821446
territories,territori,3.0811816561928778,raw,5,0.00040943334425155587,1.8795029758797117e-05
thailand,thailand,4.362115501654942,raw,8,0.0006550933508024893,8.353346559465386e-06
theaters,theater,2.369685336964736,raw,3,0.0002456600065509335,2.297170303852981e-05
theme,theme,1.607545284917839,raw,7,0.0005732066819521781,0.00011485851519264906
themes,theme,4.074433429203161,raw,12,0.000982640026203734,1.6706693118930773e-05
therefore,therefor,-0.2677472969235208,raw,4,0.00032754667540124465,0.000428109011172601
thing,thing,-1.0405618802173373,raw,3,0.0002456600065509335,0.0006954161010754934
things,thing,-0.447355147845879,raw,6,0.000491320013101867,0.0007685078834708155
thomas,thoma,1.1432396767867414,raw,8,0.0006550933508024893,0.00020883366398663465
though,though,0.06710024397069027,raw,12,0.000982640026203734,0.0009188681215411925
thought,thought,-1.4804622647453225,raw,3,0.0002456600065509335,0.0010796700428109011
thousands,thousand,0.9174330080530481,raw,3,0.0002456600065509335,9.815182207371828e-05
threatened,threaten,1.6879668522284135,raw,4,0.00032754667540124465,6.0561762556124045e-05
three,three,-0.44190554307831426,raw,10,0.0008188666885031117,0.0012738853503184713
thriller,thriller,2.433297450062004,noref,13,0.0010645266950540452,
thrillers,thriller,,noref,4,0.00032754667540124465,
throughout,throughout,0.1065027918367193,raw,4,0.00032754667540124465,0.00029445546622115483
thule,thule,,noref,3,0.0002456600065509335,
thus,thu,0.005406674965350417,raw,8,0.0006550933508024893,0.0006515610316383001
tickets,ticket,2.128523280147848,raw,3,0.0002456600065509335,2.923671295812885e-05
time,time,0.18428049287940362,raw,49,0.0040124467736652476,0.0033371619505064218
times,time,0.673236047541006,raw,15,0.0012283000327546676,0.000626500991959904
today,today,0.6590514125490494,raw,14,0.0011464133639043563,0.0005930876057220424
together,togeth,-0.531985976185362,raw,4,0.00032754667540124465,0.0005575858828443145
told,told,-0.4085691228107227,raw,7,0.0005732066819521781,0.0008624830322648011
tom,tom,0.6244458833715737,raw,3,0.0002456600065509335,0.00013156520831157984
tone,tone,1.10401896363346,raw,6,0.000491320013101867,0.00016289025790957502
took,took,-0.30602948349453774,raw,8,0.0006550933508024893,0.0008896314085830636
top,top,-0.039713760315119015,raw,5,0.00040943334425155587,0.00042602067453273467
topics,topic,3.3122933771562644,raw,7,0.0005732066819521781,2.0883366398663464e-05
total,total,-0.29659545126117903,raw,4,0.00032754667540124465,0.0004406390310117991
totalitarian,totalitarian,2.9758211405350514,raw,3,0.0002456600065509335,1.253001983919808e-05
touch,touch,0.30167249110852273,raw,3,0.0002456600065509335,0.00018168528766837215
tour,tour,2.852207184567875,raw,19,0.0015558467081559122,8.97984755142529e-05
tourism,tourism,2.9151334603351184,noref,240,0.01965280052407468,
tourist,tourist,3.9874220522135313,raw,22,0.0018015067147068458,3.3413386237861545e-05
tourists,tourist,4.179793944860988,raw,20,0.0016377333770062235,2.506003967839616e-05
tours,tour,2.9758211405350514,raw,5,0.00040943334425155587,2.0883366398663464e-05
toward,toward,-0.2074275066899982,raw,8,0.0006550933508024893,0.0008060979429884098
towards,toward,0.6086975264034346,raw,3,0.0002456600065509335,0.00013365354495144618
trade,trade,1.0087087838291353,raw,10,0.0008188666885031117,0.0002986321395008875
tradition,tradit,0.22428582749310275,raw,3,0.0002456600065509335,0.00019630364414743656
traditional,tradit,1.7101547672037758,raw,11,0.0009007533573534229,0.00016289025790957502
train,train,0.6485434349506344,raw,4,0.00032754667540124465,0.0001712436044690404
training,train,-0.28227539748643055,raw,3,0.0002456600065509335,0.00032578051581915005
trains,train,2.282673959975106,raw,4,0.00032754667540124465,3.3413386237861545e-05
transport,transport,3.176491835997203,raw,11,0.0009007533573534229,3.759005951759423e-05
transportation,transport,1.006380494069544,raw,3,0.0002456600065509335,8.97984755142529e-05
travail,travail,,noref,3,0.0002456600065509335,
travel,travel,4.183067270205957,raw,102,0.008352440222731738,0.00012738853503184712
traveled,travel,1.6765381564047908,raw,3,0.0002456600065509335,4.594340607705962e-05
traveler,travel,2.9758211405350514,raw,4,0.00032754667540124465,1.6706693118930773e-05
travelers,travel,3.78675135675138,raw,9,0.0007369800196528005,1.6706693118930773e-05
traveling,travel,3.363586671543815,raw,14,0.0011464133639043563,3.9678396157460584e-05
travellers,travel,2.3546474596001956,stem,4,0.00032754667540124465,3.10930121935656e-05
travelling,travel,4.074433429203161,raw,6,0.000491320013101867,8.353346559465386e-06
travels,travel,3.445824769780787,raw,4,0.00032754667540124465,1.0441683199331732e-05
trend,trend,1.9197684662857377,raw,8,0.0006550933508024893,9.606348543385193e-05
trends,trend,2.2338837958056743,raw,5,0.00040943334425155587,4.385506943719327e-05
trip,trip,1.353960708102394,raw,8,0.0006550933508024893,0.00016915526782917406
trips,trip,1.6879668522284135,raw,4,0.00032754667540124465,6.0561762556124045e-05
true,true,-0.6748371007586869,raw,3,0.0002456600065509335,0.000482405763809126
turkey,turkey,3.4176538928140907,raw,7,0.0005732066819521781,1.8795029758797117e-05
turn,turn,0.16384001658460973,raw,7,0.0005732066819521781,0.0004865824370888587
turns,turn,1.1299944500367207,raw,3,0.0002456600065509335,7.935679231492117e-05
tv,tv,1.9513168240206638,raw,7,0.0005732066819521781,8.144512895478751e-05
two,two,-1.0188447394966536,raw,13,0.0010645266950540452,0.002948731335491281
